sample_id	ras_score	tp53_score	ras_shuffle	tp53_shuffle
COG-N-549x	0.6120856040332067	0.5338004423710331	0.540663050645769	0.6763406379048397
COG-N-557x	0.5684386706795398	0.4901123490857829	0.3852590047343178	0.2633371600997519
COG-N-560x	0.4461489243829766	0.1741112833288466	0.5835852964221889	0.27582363048010733
COG-N-561x	0.5607782085712231	0.3472051768760038	0.6956131360858251	0.6161875897734894
COG-N-564x	0.5959105277993886	0.316855635931787	0.340425053239287	0.2806325466710291
COG-N-589x	0.39844113937268105	0.5054053641027129	0.4929190269131456	0.7210201628006945
COG-N-590x	0.49886495002904746	0.5904893030805806	0.2914417514950366	0.6728061130471431
COG-N-603x	0.5107274922904739	0.4146555394407647	0.26824881962876895	0.5502402900556567
COG-N-619x	0.38151340878178847	0.5612892105241771	0.676747251109674	0.5846542043479631
COG-N-620x	0.44546689658794725	0.4396412358950115	0.7702335526034016	0.5830363311759947
COG-N-623x	0.49415607373906345	0.4430589295949265	0.532942021999052	0.5614387415559922
COG-N-624x	0.39571379585193445	0.4591261165583722	0.6313033547024819	0.5638136218706744
COG-N-625x	0.4281284861840565	0.3987148167388688	0.5380458578962042	0.4562839617235867
ES-1	0.4959035331561981	0.8281614729934305	0.41159093055677715	0.5010054296260377
ES-3	0.528244582324807	0.5584502899970796	0.44047725224620754	0.3725627742278942
ES-4	0.26374440864281373	0.3605675638734587	0.5066797700630236	0.7566865797282514
ES-6	0.48296089093065436	0.502965240566563	0.2773005775072453	0.5917423895010712
ES-7	0.35693648654999194	0.6805539594295655	0.41193821863911645	0.6087582339627637
ES-8	0.521336628194526	0.6198144290297751	0.29405533878649204	0.3176156410035204
ETP-1	0.7437931834572482	0.6247706573581063	0.3814450276157954	0.5449507573354405
ETP-2	0.6249980846400033	0.4154245639423094	0.4057203601373335	0.5641767245027578
ETP-3	0.6930886737503625	0.3853102749653732	0.4239057836505569	0.36757585720768077
ETP-4	0.6621791789057923	0.3074083736730421	0.407618937220669	0.7175942349315548
ETP-5	0.6445699502944033	0.16685912636967698	0.453577160790014	0.29510901785085847
ETP-6	0.5152197724077104	0.08555020314322596	0.4533049823969297	0.7433519331429868
EW-5	0.47234726527917587	0.7454507313204353	0.7008253022161037	0.5720939746291459
EW-8	0.3587713165317002	0.6930933446889362	0.3155261494075248	0.5508450756693994
Fly-623m	0.5699934558222394	0.4373571833569571	0.3978391673980639	0.15417768026370254
G401	0.708157053656517	0.0887026704280091	0.5088549314900862	0.3677548725912349
IBs-2373PNET	0.4254894903531538	0.6433414133253348	0.4119847555850644	0.5187713978970819
IBs-P1215DIPG	0.3810229093600559	0.7025816482445855	0.4562608992010122	0.34225965949164416
IBs-W0128DIPG	0.44086090081256135	0.6157325625711308	0.3275067193250491	0.6566345911062355
IC-010993GBM	0.7045236351954485	0.6802364280329197	0.45730572315707635	0.5271861836793446
IC-0402GBM	0.6916959080349568	0.7004908015278796	0.37183103972850107	0.5332764782729216
IC-1128GBM	0.18019578491754962	0.8708769208018307	0.29139667221194837	0.5627692581441996
ICb-1192MB	0.45271945312300144	0.5506683907274235	0.4029665189369707	0.3628370306147893
IC-1406GBM	0.6571322237213635	0.4785787793722601	0.5352147361122451	0.4051475158895399
IC-1425EPN	0.3676572649298608	0.3628592908863123	0.2872297511462969	0.37741526987101764
IC-1466GBM	0.8083224043861995	0.4301954775472192	0.5376475091034414	0.6604579232405514
IC-1499EPB	0.259006883627909	0.46679434831287314	0.41061640387720477	0.6522338428633692
IC-1502GBM	0.7922253649986499	0.6061683261089996	0.5645400223919409	0.3011408970751278
IC-1621GBM	0.31205335502424314	0.17822171372576937	0.6523767779705765	0.5522985400658237
IC-2664PNET	0.3854398329428394	0.8604120922769992	0.4908761258197449	0.7929023878693943
IC-22909PNET-rIII	0.7434082523355873	0.18829161368072003	0.4868222056374948	0.3556997938035413
IC-23542PNET	0.7439368422259164	0.15706097046034834	0.4761421911989069	0.6192270344125814
IC-3635PXA	0.863073159823354	0.2509584636474572	0.3172464271945708	0.12828123885261994
IC-3752GBM	0.6280631694640856	0.7596507640738521	0.45395487775746274	0.6144108422478011
IC-6634GBM	0.8765725354533904	0.4671724350661617	0.34640192967333644	0.4107430553534944
IC-6999GCT	0.6690381051085479	0.3578314246420614	0.2879982237918524	0.2788378143534006
IC-8100GBM	0.5922391942053908	0.8350056608803621	0.7417320190230603	0.4608650330139284
IC-9320GCT	0.5075642685050045	0.14790510721920294	0.6381620307919794	0.6691990797855664
IC-9635EPN	0.10905515275152013	0.13906938102787414	0.609455863021219	0.6117805286599708
IC-9811EPN	0.13855061746845915	0.3474876762556304	0.45979217417781837	0.484711533131207
ICb-984MB	0.37515207143129276	0.2245603985453404	0.35551984239843026	0.4390654110588641
IC-A0818GBM	0.7772256695734382	0.6215121077436291	0.8593311413086285	0.5144815797629941
IC-R0315GBM	0.3802613866914756	0.6536358573441027	0.4542588661596871	0.45848691546302117
ICb-0614EPN	0.2708749762342083	0.4080328464194419	0.48141234052214193	0.3916648659488641
ICb-10593ATRT	0.41073457434583827	0.39124916479565197	0.5199146405059359	0.458414385754759
ICb-1078MB	0.396009052134621	0.6352052603324563	0.41645023099374406	0.17978748156665278
ICb-1140MB	0.43314382732897116	0.7303621382427172	0.489772180143862	0.7492801940988788
ICb-1197MB	0.4533683127090466	0.5778061607181633	0.5214936359234839	0.6202392698038944
ICb-1299MB	0.5395760804049846	0.6884095998704032	0.5840014968167503	0.6290848915250767
ICb-1338MB	0.34798064464044387	0.3913669016084622	0.3545306459363691	0.46540687313187534
ICb-1343ENB	0.5018257419607978	0.3384879922153864	0.591378698731431	0.7220719434116433
ICb-14423EPN	0.4706556558547854	0.6699619271087605	0.5073375780431656	0.6450638683138631
ICb-1487MB	0.24981043591539376	0.5334097564234761	0.4752335274443	0.5199437873484322
ICb-1494MB	0.605523771947341	0.44151260218182303	0.43389090950124476	0.35143057244872783
ICb-1572MB	0.4011600611968473	0.6615282162213096	0.5984139154092118	0.5988823922451503
ICb-1595MB	0.5184492237730374	0.6386262049355073	0.2992779358316612	0.4359382201056364
ICB-1744MB	0.45572548027659115	0.6873670516963108	0.5400429651816101	0.6851986306824472
ICb-2002EPN	0.3883492213740094	0.621491659722603	0.31080694728018754	0.8025322527139759
ICb-2123MB	0.3783053682510267	0.70501904857843	0.3230039849538844	0.2799976316151539
ICb-2164MB	0.5409937712437379	0.6079207784636508	0.599744990175803	0.32175307578614815
ICb-2555MB	0.5800657710921264	0.575447080672976	0.46145702419289014	0.5232827782504333
ICb-3130MB	0.5790369983435346	0.5203140525285834	0.654755796457489	0.5093668539928743
ICb-3400MB	0.20344861819034504	0.868708541511611	0.4438014535701754	0.3661137450547491
ICb-4687GBM	0.332450195383616	0.8198345523160556	0.5496205807129322	0.6251773193078662
ICb-5108ATRT	0.5598776020818431	0.19409989649947787	0.3283247170667601	0.622786707495131
ICb-5323EPN	0.3053801422723656	0.4949876969409099	0.36886239646149793	0.2070920655903863
ICb-5610MB	0.5607843141409194	0.8420622462561902	0.5421382575906591	0.30069231091733595
ICb-8008MB	0.35731179254268286	0.7168748242969993	0.4768039013311155	0.4652462644477222
ICb-9508MB	0.41265307026429965	0.5805993596911597	0.49383560682016664	0.5815403950021831
ICb-9850PNET	0.6887661226833574	0.12452457544871041	0.5320450398017983	0.3271872074665118
ICb-J1017MB	0.6002321749411816	0.672813397093067	0.38152739407513037	0.39891282599268707
ICb-L1115ATRT	0.4363670745722227	0.5515875599488541	0.6733197855642273	0.5323626752992449
ICb-S1129MB	0.5092136369270811	0.5011112610830999	0.6823523693925796	0.32883927259431767
IRS-68	0.727493013450655	0.11727849223043126	0.47717823792287273	0.6975079615156041
IRS-56	0.5404068569494841	0.5075289680894132	0.581672317703264	0.16790548829440066
KT-10	0.6752085517182347	0.42263777737094155	0.38608420075405087	0.7763931784945018
KT-11	0.5430911319721452	0.44260408000049106	0.3441570464839461	0.5798578420010276
KT-12	0.5959787748741444	0.049755933351075886	0.5902128181823293	0.5139525762885435
KT-13	0.5114834612517779	0.8108558877070049	0.7147473344182661	0.6121331288870441
KT-14	0.4914846254851683	0.049509973093528115	0.3669098598598542	0.3682673089959529
KT-18	0.6553539003948365	0.7881404453868611	0.545877087071728	0.38492022988593744
KT-6	0.423844807897661	0.30756225205853405	0.51600948573066	0.3660832381666867
KT-8	0.5097021264437737	0.4957082597656195	0.769763100827066	0.589266560109904
KT-9	0.4521428776100998	0.938948482951427	0.7705566194540715	0.4509594862078582
MLL-1	0.5549107906723652	0.15244578239673287	0.5657456873025056	0.38918156403848386
MLL-14	0.6082881442018928	0.0820254391359601	0.5416811503292934	0.6783704717039222
MLL-2	0.4114545168040579	0.2693939723082339	0.5362917944954987	0.7514936629442357
MLL-3	0.5705335648168821	0.2803310582809579	0.3973639705224367	0.708354427822774
MLL-5	0.5123366282010382	0.42120382070587015	0.401668952414402	0.4654046263539356
MLL-6	0.35230397239706934	0.37275629694488993	0.38341621532664627	0.6034761956046518
MLL-7	0.4208603448528487	0.38189233074716333	0.3898900508794282	0.29130793036111313
MLL-8	0.4628218535408966	0.27373366061272547	0.48660717743258514	0.44524061143617943
NB-1382	0.8293063248444379	0.4442872975184458	0.6238389253189829	0.5184804640830543
NB-1643	0.6137928693699212	0.4275459875613108	0.6194127468693597	0.4577129597322612
NB-1691	0.5402886306041194	0.3726357228758829	0.31915137579848785	0.4880665344990343
NB-1771	0.6402388618704964	0.7776521907733849	0.5430738667136019	0.46347686693714846
NB-EBc1	0.6229466060802614	0.6892401490369523	0.5982894711766947	0.48351486494217044
NB-SD	0.5330880454196937	0.7266082339053064	0.3674892994082193	0.6671736172741646
NCH-CA-1	0.43573857804064375	0.03870014681306266	0.47843399449912893	0.28458257073494764
NCH-CA-2	0.4479690377436297	0.7482260817859481	0.5223283616872684	0.6349884697720899
NCH-CA-3	0.4766993746675779	0.5822961697803429	0.5282889033475757	0.7280126192414633
NCH-CCS-1	0.7351134178807591	0.16234082873729255	0.5175043802970486	0.49726067611706326
NCH-HEP1	0.45984252570057454	0.4678428351013155	0.5857512527888471	0.7874613212714131
NCH-KT-1	0.607067771803995	0.010238564295459758	0.4838231662117656	0.6400532081383978
NCH-MB-1	0.46598544815540793	0.5557953643339	0.4007113080937052	0.5612875577444802
NCH-MN-1	0.9411528056189941	0.23068169362350982	0.5777607138806651	0.5675567971216547
NCH-NB-1	0.4107920378763267	0.1755984976868249	0.44411474713736154	0.42995413984888803
NCH-OS-1	0.4327020637731051	0.8137529717611606	0.6045171539307609	0.791212124138945
NCH-PXA-1	0.3142787596389144	0.9208891372534737	0.6080778793467209	0.39097084800008935
NCH-RBD-1	0.8292749700013705	0.9878155041540136	0.5111211666131144	0.7276768896933707
NCH-RBD-2	0.978129789554237	0.37240475226635444	0.416488496769668	0.5451831719034801
NCH-RBD-4	0.5242142168544345	0.10393050258480496	0.38518351330675227	0.4508263105452897
NCH-ERMS-1-NCH-RMS-1	0.7734048925544212	0.5387286238123277	0.5082824285748739	0.4886795687583731
NCH-ARMS-2-NCH-S13-7484	0.4074082812121368	0.3067271017507492	0.40039477210531654	0.5589139685355029
NCH-WT-4	0.5984810088721949	0.4135412395156412	0.49762306150260666	0.6861130147408556
NCH-WT-5	0.6005068120035116	0.42613429678739284	0.5889806212386961	0.6632577605800694
NCH-WT-6-S13-1506	0.6039409247468794	0.35038405303760406	0.4301138711741878	0.403683148705781
NCH-WT-7	0.5959269851051239	0.6074850658464851	0.8603070267950438	0.73111703371063
NCH-WT-8-S13-3700	0.6180890449794646	0.43823600051838735	0.4635591374256703	0.1944004220514381
NCI-ASPS	0.5947087434816125	0.7836801689529802	0.5909441944155542	0.19556872476299167
OS-1	0.6931780810917929	0.9416028126431788	0.5618194610364625	0.5546701709526342
OS-17	0.17198030782266782	0.7879129801017916	0.46253883293749554	0.5927060643957279
OS-2	0.382282119275814	0.7484198863766183	0.7337570889345278	0.5812426515130482
OS-29	0.29537067423759505	0.800839577454993	0.3853894028531351	0.3355189400928728
OS-31	0.27389621760261085	0.5972311640963337	0.2728871091488222	0.5215331502987346
OS-32	0.3086741430796911	0.8551538104442675	0.6547302473206722	0.39304453587099536
OS-33	0.3249952733704487	0.8123503650166471	0.41965325981550616	0.36128169773736074
OS-34	0.33537534076814973	0.8362390411332624	0.5015519280917397	0.4025771125603959
OS-34-SJ	0.40851879327793605	0.9448170110853017	0.4242983225477667	0.4402647854893782
OS-41-SJ	0.4737797337735477	0.8049301433244083	0.49706905824821934	0.3113856374947711
OS-42	0.24325702109615574	0.8863788702819924	0.6353001490138918	0.5713174688238514
OS-43-TPMX	0.22944604040191932	0.8581705243993893	0.3941548256934973	0.4184149381910968
OS-44-KPDX-x	0.8345620617705108	0.9254145263789232	0.442882562850295	0.4600799145429557
OS-44	0.42482969877192794	0.8709585928374243	0.574624116063379	0.405659387764794
OS-45-TSX-pr1	0.3978769402424161	0.5392365355095621	0.5808413033083251	0.6616304460883609
OS-46-AOX	0.4848794666298539	0.6691583907357439	0.772683141846942	0.5596577196050282
OS-46	0.5625679885961674	0.87801731795223	0.4345860107222336	0.5112296793771107
OS-47-SJ	0.1945935250247928	0.6561936378557092	0.49065294856506086	0.46960383562825275
OS-48	0.08430415862410308	0.8816056189364134	0.45137251581664833	0.5240339073104169
OS-49-SJ	0.9522275727810839	0.8903063151668865	0.5615375788810488	0.2532882522336449
OS-49-STTX-sc	0.41252813105426406	0.6201279244218153	0.5952616487894153	0.49560851983561605
OS-51-CHLX	0.4656386397678464	0.8497507263017591	0.6349426742438132	0.5982523002995376
OS-51	0.4602321117866522	0.8326425181128472	0.6559992176346768	0.6221560321005741
OS-52-SJ	0.32943999201270463	0.6914403110304685	0.4292702245476044	0.3629846026961091
OS-53	0.6185115684573104	0.8340502495740089	0.5269383136250749	0.3406545298924122
OS-54-OHS-x	0.5250837633355017	0.8746836613836458	0.43561376413645925	0.4420620937788546
OS-54-SJ	0.40038924584259294	0.8138029752159417	0.6547100198202376	0.612883552362368
OS-55	0.35157410358933094	0.8552860257616394	0.5279329661882655	0.5840436084621475
OS-55-SBX	0.3068490670375932	0.4306076523175477	0.4518976715370527	0.4623517197791152
OS-56	0.3277418181741493	0.6543656155794305	0.5386162748187039	0.4477212040571126
OS-56-TTX	0.7362392839596169	0.7207276359965201	0.28154700091568735	0.5080234710228965
OS-60	0.2698599494188779	0.7763477451990893	0.5563256618580276	0.46280181814178606
OS-9	0.38898150865069653	0.822398287996932	0.34734234702226235	0.34599049841903207
Rh-12	0.7123630218213112	0.5386594671757303	0.4268058714372256	0.6751161544217821
Rh-66	0.423593448130648	0.3597932281015022	0.5283746404583356	0.4988215519325272
Rh-70	0.5363479665569407	0.8601663250159052	0.5242119238081351	0.5589284264006087
Rh-10	0.5175136302108444	0.5589670293791053	0.45130289792092093	0.4015980434302275
Rh-18	0.5946112550989627	0.24986796349475351	0.6037807487625974	0.4396840437177546
Rh-28	0.5100470914842637	0.38402741852785893	0.4799192787833633	0.4538269894390711
Rh-30	0.553040928877071	0.3800152007004638	0.6952499088092823	0.5589018628414336
Rh-30R	0.36982562492482335	0.669043378492976	0.6515935605167505	0.31989400042998306
Rh-36	0.7554509591172054	0.4910307686653897	0.5132960389035065	0.5607616505175685
Rh-41	0.5161843963356941	0.5577813114588703	0.5923352377070606	0.17921499866904886
Rh-65	0.475376493897815	0.26022138586401355	0.5603665767517033	0.4765536007074676
SK-N-AS	0.6570157759290479	0.7909773410902149	0.6773704737106996	0.659162303580921
SK-NEP-1	0.5625601994667122	0.6226663897156035	0.492989785132118	0.7225959595676901
TC-71	0.5810751587303132	0.8328060776798573	0.5281138616392558	0.5033339667505907
PAKHZT	0.4374703839159565	0.5975283400455107	0.5285573423153471	0.5578627588990792
PAKRSL	0.48017977536941564	0.48822066206179643	0.5791502454524916	0.08909213983151829
PAKSWW	0.5404544144638516	0.5471863796627389	0.5695219692232222	0.6419460454404085
PAKVKK	0.4435480538548635	0.46099349951350693	0.4829349168527763	0.49718620379523304
PALJDL	0.36642391899962146	0.5514782184377882	0.33830134641246645	0.7048714783299921
PALKTY	0.45110660830784105	0.30417530889295435	0.5383533965266384	0.4754719269862804
PALLSD	0.500990800936832	0.24904829396085046	0.3898373219152065	0.4548122382269375
PALNTB	0.5076148183896947	0.4881897729951464	0.4605265086021935	0.17332165054368487
PALTWS	0.5620772468515678	0.5523449284687982	0.5520903667966063	0.39635165576565823
PAMDRM	0.4965169924600503	0.28127751057691613	0.3761259498782191	0.47356442944688704
