sample_id	ras_score	tp53_score	nf1_score	ras_shuffle	tp53_shuffle	nf1_shuffle
OS-60	0.27719583672566855	0.7882061095000117	0.46057539536391756	0.34404201654720684	0.6349360545091165	0.5625406272516972
OS-9	0.39209582440005797	0.828831109843106	0.46349848970751334	0.4840871263689372	0.36605668041477496	0.40040347309435637
Rh-12	0.7192964468136195	0.5435643400268277	0.5663420590705889	0.45659085041888237	0.5420218729540102	0.42513348776277826
Rh-70	0.5404545902624602	0.8671050093355814	0.619110311705027	0.4786172205784695	0.29928616480247827	0.5089178931394217
Rh-10	0.5193408761565893	0.5558397016967022	0.47775661543244907	0.7338687815955338	0.36943596408341584	0.5242129176547026
Rh-30	0.5616934039221151	0.3768425768884432	0.44379115800042856	0.5149848912782498	0.1128405886255005	0.4075930740865292
Rh-30R	0.3685656360699834	0.6721340438469695	0.3998007178597139	0.4276964856643458	0.7616390665741087	0.5644634828906204
Rh-36	0.7640578964612924	0.4879220872624046	0.5692186030706395	0.3007494054420258	0.5473292415082577	0.4722380447196981
Rh-41	0.5189962643629328	0.5424167008178665	0.5035503609670848	0.5241438486902136	0.19741436903177115	0.5181924197844725
Rh-65	0.4760430108254297	0.2593786454205125	0.376876180994059	0.49294495339247985	0.4790874556137004	0.5193355832613653
SK-NEP-1	0.566859408379631	0.6253733410730196	0.4925041896838794	0.332024396036801	0.2460942597358649	0.5344621929763438
TC-71	0.5931675440844992	0.8430452390763746	0.5545831782340365	0.6263859718807739	0.48987541031789095	0.43066447131466407
PAKHZT	0.4350335267834163	0.6065766084069921	0.48809488970019926	0.6031294578326701	0.6390451896108122	0.4890843569355993
PAKRSL	0.4801116039238041	0.5033053889821604	0.47924651743175106	0.6186182675674579	0.47983421552554584	0.48685665499838354
PAKSWW	0.5347945899897423	0.560294173718406	0.4925095511884713	0.487915258847917	0.5525086860923304	0.579385232644299
PAKVKK	0.44104090580666766	0.470563245955981	0.45850906326776747	0.4120366439080613	0.40224447615970604	0.5958601840157391
PALJDL	0.368062886282886	0.5709407966726561	0.47315729828648184	0.41416482925614817	0.7203921648146214	0.3950535375892682
PALKTY	0.4494933059818735	0.31636348267733383	0.4730208984965768	0.5064763697172316	0.720642907617368	0.5366732018509801
PALLSD	0.5088436796430675	0.2644068731696661	0.46256242815605325	0.5112874215944333	0.5432428896665712	0.4028750540747927
PALNTB	0.510478082051861	0.5033589671561426	0.46600819310057806	0.31197557081175126	0.5820921781508768	0.6668409636692442
PALTWS	0.5618178691280443	0.5664623903727563	0.4779583881927399	0.6442460380384116	0.4613800775823058	0.4376900913067675
PAMDRM	0.49724013575653914	0.29618694324347483	0.4542548943701443	0.41011332168381065	0.490248577942426	0.4147807272813013
