sample_id	ras_score	tp53_score	nf1_score	ras_shuffle	tp53_shuffle	nf1_shuffle
ES-6	0.48386896469060503	0.5016788277932048	0.33819800766661795	0.32694276681402273	0.6069832439035584	0.4040426648462191
ES-8	0.5378365611334582	0.6283914951602843	0.4058003215614453	0.4526829597229696	0.3402892811063456	0.48266912881857277
ETP-1	0.7420219290477775	0.6316656842026738	0.4711140482540873	0.5032705489298253	0.30664648397836763	0.6693976568551205
ETP-2	0.6305231329871472	0.4177706460854129	0.48080921650828395	0.5117728440747212	0.4713429616303983	0.5535808682382768
ETP-3	0.6958436409274354	0.39330286980332146	0.4096007243575696	0.38436834165467726	0.6407154434528649	0.34884497405752396
ETP-4	0.6596958088251991	0.32107161548185015	0.48109400085159854	0.4578824437844334	0.2580345782143959	0.5260169751794095
ETP-5	0.6475695893674865	0.1701503292737717	0.32761188146853343	0.5384425489735308	0.25450185176459517	0.3954672942737617
ETP-6	0.5188365062363555	0.08686964684493044	0.3849005415387538	0.5485327803515573	0.23205722224916076	0.3797066498388151
EW-5	0.49461157306995646	0.754731847717745	0.5370104512700294	0.4046809144811156	0.38882552740596854	0.6433352971128157
EW-8	0.35919743539017235	0.7021498955870574	0.5481757755475472	0.4952283420695845	0.6112341356681842	0.5388084198499822
NB-Fly-623m	0.5692099842385181	0.44547914359645824	0.43758147253724966	0.3711849802039257	0.6533144771846644	0.46877345672083787
G401	0.7188341145631862	0.08525900819649351	0.4273163579419974	0.2623740758644337	0.4417109181948007	0.5366651222035825
IBs-2373PNET	0.4271206514490862	0.6358659377933753	0.42793235806066854	0.6167421104724591	0.6556288530379393	0.5216970583869948
IBs-P1215DIPG	0.3799618876106151	0.7217342622554983	0.5546091031943076	0.5275498486436149	0.5717489933955612	0.47327488653061545
IBs-W0128DIPG	0.4511582711746806	0.6329775533231068	0.5142705834325727	0.7260425792787787	0.5217096748275989	0.5706501459292056
IC-1128GBM	0.1791892313413839	0.8785409863963696	0.5210637723240579	0.6195821144732087	0.4967584834131715	0.4652245246116459
IC-1425EPN	0.37345762520397674	0.36473684206210416	0.4516275026771341	0.48137037938374044	0.6540177949984832	0.4667993155582262
IC-1499EPB	0.2728212851153193	0.47268355498083714	0.5502013368335295	0.34207483782391124	0.2349632225476006	0.5393972041370575
IC-1621GBM	0.32015569447490044	0.18203305589048308	0.5624886383506289	0.5009684232934026	0.47895357272582023	0.5016023625351186
IC-2664PNET	0.3862570620224451	0.8654843860182146	0.5068718888216383	0.4745795646169496	0.7336478251771346	0.560560795104091
IC-22909PNET-rIII	0.7486232721263101	0.1897398645493088	0.5038025955941366	0.2661551387400592	0.5615948000537709	0.5018454561955927
IC-3635PXA	0.8869496467916993	0.2567050496993188	0.7196750702091027	0.5185255397320597	0.4621796472945945	0.5180920968452981
IC-3752GBM	0.6688957113325483	0.7631878731929376	0.6507168937915527	0.46238936697386673	0.631157948285754	0.611634450339405
IC-6634GBM	0.8939428445664643	0.4783179033945219	0.643854380067765	0.41790138839279917	0.48681471153956807	0.4474988300487964
IC-9320GCT	0.5048303822402579	0.14016885799576576	0.37678921574659135	0.3313599015463745	0.48976436439541243	0.563639934766678
IC-9635EPN	0.11000060302293067	0.14327627844844745	0.5051382292463932	0.6669837087893346	0.4349444290436938	0.5935098595164063
IC-9811EPN	0.1400351547599587	0.35950801937271687	0.4312025831061357	0.5417138447858576	0.31638018849741917	0.5675325977541662
ICb-984MB	0.38360054582995307	0.22996377114944622	0.3706299551581461	0.23310234317275266	0.20422056410238745	0.4317339592266577
ICb-10614EPN	0.2778360205488435	0.4228084573135439	0.4981788327704093	0.5868611684218661	0.21277574773059976	0.49987160716592194
ICb-10593ATRT	0.4098492342623571	0.38872461107475326	0.4275076719769686	0.44763739467583546	0.6298881569609758	0.4861533181782286
ICb-1078MB	0.4018413194217992	0.6509448228617356	0.3666388017567183	0.5892233082233577	0.4549322347057781	0.5281080755245238
ICb-1140MB	0.43257978021551674	0.7438175063315599	0.5212537646705092	0.6074364618861172	0.47892722304300833	0.5088042848550072
ICb-1197MB	0.46903490757298527	0.5938205862452042	0.47403926551416947	0.7414553202718943	0.3969902425563859	0.6110994314389597
ICb-1338MB	0.3489636569085704	0.3965648943606073	0.44150883534444074	0.36749445644725426	0.7534620553788105	0.48658210300107596
ICb-1343ENB	0.5038610281854814	0.3428637125504469	0.5001501585508346	0.5255663258542347	0.8089522010048887	0.4315296221309975
ICb-1494MB	0.6085314534570214	0.4479371263376184	0.4495313399350931	0.5227202903527796	0.4478256164985089	0.5147129016531553
ICb-1595MB	0.5176717993077947	0.6498272012441516	0.43622978710764826	0.34129932689673287	0.5645873962378092	0.44934552658797056
ICB-1744MB	0.4593182573435569	0.7011912761839406	0.43797779022808353	0.3169900459233189	0.5726966137738094	0.7542741262757736
ICb-2002EPN	0.3904342436388394	0.6410626788723065	0.5147017638027934	0.5400716223707273	0.5109098203798982	0.3812716462101873
ICb-2123MB	0.3835275566822769	0.7153822620494775	0.48186228845388346	0.44431632154308254	0.49464244239458316	0.5188247762545084
ICb-2164MB	0.5443186851554556	0.6171693092290848	0.4974834775088408	0.3169239945029309	0.6323299214414086	0.6055243001872684
ICb-2555MB	0.581818636198784	0.5863761429073027	0.4540118379960626	0.43114580542170394	0.42544292723652083	0.5258662501163343
ICb-3130MB	0.5862790914052882	0.529530916920982	0.5067629914831143	0.5399635484419616	0.44268284680494685	0.5850540545003405
ICb-3400MB	0.20792580303784092	0.8745876385120498	0.4161703514145795	0.6144058120051128	0.6487552854758567	0.4136820454904512
ICb-5108ATRT	0.5743933253840287	0.19526972515684246	0.5105101970896725	0.4107514321334334	0.18659009724552195	0.39510208444311823
ICb-5323EPN	0.31008215601011613	0.5106203674371195	0.49710768572008	0.42876094107626084	0.37753625026187904	0.48243223395057333
ICb-5610MB	0.5587251579685805	0.8493182507728324	0.41396876799139193	0.5150423955142892	0.567398443134694	0.4947641130873035
ICb-8008MB	0.358172654353993	0.7354871137802327	0.41530095430307845	0.46833961964540416	0.4443636235225087	0.6385880026386304
ICb-9508MB	0.41484375924308	0.5930433887909466	0.5219409185361304	0.6950711246039776	0.3329326705529311	0.517686618747177
ICb-9850PNET	0.6944797665546081	0.12499534750562961	0.5105364798616329	0.49644957988812527	0.4676193409087085	0.5555929762394644
ICb-J1017MB	0.6023022384111903	0.6775344282852834	0.4287490912290869	0.5136570543655695	0.2973647889339877	0.41575571836120195
ICb-L1115ATRT	0.445073234141955	0.555969505241209	0.3869280047879954	0.6023125405009571	0.4457337491363521	0.45571661193814395
ICb-S1129MB	0.5166510602446254	0.5074916062047998	0.5157163136981865	0.7172466193989999	0.7137127808903557	0.5067625409898212
IRS-68	0.7362070802355254	0.1180597151586155	0.5908537010736031	0.5790298300878369	0.43133928078889683	0.5708285617790901
IRS-56	0.5396806831306289	0.5107878065938648	0.5001896687017683	0.6634441463836543	0.5803247639543893	0.4645509312057534
KT-10	0.6889194522518113	0.4162822388267324	0.5441161518862936	0.756238903749382	0.36584727733269273	0.45843331144348665
KT-11	0.5481834976965396	0.4447845481900079	0.4598491075984383	0.5152660594872036	0.7485465207399324	0.5101702957742282
KT-12	0.6147937755085637	0.048986978746931704	0.4674389474697338	0.2380861765661229	0.20585552925677564	0.4309484129099826
KT-13	0.5155974020661287	0.8163217126025636	0.5583298105228017	0.5586385906017486	0.54891544855595	0.47735597636554594
KT-14	0.4940621461088735	0.048897123645563915	0.43860279803546287	0.4058349954681006	0.7182134695273555	0.5428856512661457
KT-18	0.6605827643626132	0.7885204897828426	0.49859279356161357	0.5305032125556757	0.21319069034265994	0.4811987334931969
KT-6	0.4267779458108032	0.31324720787506594	0.46880892853044875	0.3038145798326856	0.44592658241107247	0.4197884250440421
KT-8	0.5149018421233136	0.4911882072867734	0.4501810798765327	0.7011949694405198	0.6181217301190328	0.5254116237316881
KT-9	0.4559566201663344	0.9411654867219242	0.5917568232198563	0.5847126338422356	0.3376758964664906	0.3912795558160211
MLL-1	0.5629762896441988	0.16190657939456227	0.46975241441475946	0.4556998502080188	0.6215269149462511	0.5200841265467935
MLL-14	0.6145773939761618	0.0849173527620875	0.45442738651092557	0.5993496546146412	0.49225140384768945	0.5331460687600713
MLL-2	0.411755083694393	0.28570153287614264	0.4852556178566719	0.3499324192195279	0.47189681382267396	0.5124064644742115
MLL-3	0.5806082020662764	0.28936222573479203	0.5042160487731666	0.6135785868794336	0.6463720007309647	0.537174066097745
MLL-5	0.506570588549585	0.431369056411511	0.4505838645041672	0.48934531678786924	0.5816501401302232	0.5112760243861024
MLL-6	0.3546718464488333	0.3960708383292393	0.49426366177636766	0.48259946858050595	0.18904458367836635	0.4032676597980502
MLL-7	0.42087726661308394	0.3988731424737522	0.4861249408231453	0.4821717447980844	0.669536930097758	0.5609593695792927
MLL-8	0.46399726460002955	0.28874995067342757	0.4852331049749363	0.5906153638005538	0.4932058388332061	0.5044495514935347
NB-1382	0.836746616407087	0.4367955013849318	0.5047709828430106	0.5912064352029032	0.4485629674241827	0.5617254707644
NB-1643	0.6155902521888023	0.4315059307365522	0.5587526504402367	0.526858857382819	0.3459750982978338	0.40602602177393815
NB-1691	0.5426858883739679	0.3884056051841511	0.4179889575507194	0.4530707020991078	0.42192126072325165	0.4451774964471748
NB-1771	0.6439740118928359	0.7887583634378673	0.633402250993211	0.6348033879164838	0.4718693199810836	0.5171405631685457
NB-EBc1	0.6365750278327083	0.6921175927200646	0.6195042558410787	0.174961316976313	0.5377140666093227	0.5646643805063639
NB-SD	0.54376079437592	0.733849956946936	0.5917057635657008	0.4987571925203058	0.737973578807142	0.5071428202218048
NCH-CA-1	0.4469381207418146	0.039672279986207745	0.4835746186750114	0.4900418343052736	0.6706429416986025	0.6491881309690317
NCH-CA-2	0.4482885206231276	0.7554303754048436	0.4647907204272769	0.5060548082303676	0.5806234438524942	0.43144061066613704
NCH-CA-3	0.47672743321025457	0.5825426057108465	0.7578647577607669	0.5669373156922838	0.5312837296495426	0.532236978154693
NCH-CCS-1	0.7573834951099543	0.15963100328926508	0.5238646203113365	0.3929177891031995	0.6598478244663196	0.43365748508142277
NCH-HEP1	0.47452344703519295	0.46752465183248654	0.3605077060549743	0.3596447474636163	0.6431409561374333	0.43902512463224874
NCH-KT-1	0.6032474102952973	0.010353917961269308	0.44400333069431136	0.47916493506209984	0.551870324689779	0.4865497125040202
NCH-MB-1	0.46811871398011085	0.5641449887253467	0.3889429470039249	0.5076778897070279	0.3846508139072686	0.6052564952704438
NCH-MN-1	0.9467634612044135	0.23308380147695046	0.8030433316311542	0.5040031501980069	0.5216203329850551	0.43567122222019233
NCH-NB-1	0.41544844308261	0.171893392162859	0.6627989466417241	0.5362563310802201	0.498545297903677	0.38402376979101216
NCH-OS-1	0.431601431298867	0.8118558746536931	0.6205735004269597	0.3351566983698007	0.4125274859956477	0.5408118139705561
NCH-PXA-1	0.31095408619287573	0.9208114232229064	0.727737539486022	0.5209323156418124	0.5213757409260401	0.6158675708486656
NCH-RBD-1	0.8544193744368327	0.988104081040177	0.9567956244187116	0.6143881980238872	0.34286199186905864	0.522620770989504
NCH-RBD-2	0.9790358845685591	0.36150588072334927	0.5158583647433361	0.5267301956616165	0.5003547682306457	0.42277706432309364
NCH-RBD-4	0.5418712439277218	0.10115324302912831	0.5160662726167853	0.571618940845818	0.5054447642322526	0.4045593552910166
NCH-ERMS-1-NCH-RMS-1	0.7828890879415656	0.542628920102269	0.648293525695996	0.32366514632832866	0.42263081921947493	0.4780093955366227
NCH-ARMS-2-NCH-S13-7484	0.40766535561145956	0.3099384708339446	0.425069797486845	0.6900866502555086	0.605349195143217	0.46113553853120887
NCH-WT-4	0.6054901221075368	0.4114355853299164	0.4763830295152758	0.5307846498049053	0.50035126924865	0.4882896757358973
NCH-WT-5	0.6108630728542958	0.4222593298443845	0.5039243673879654	0.6072720711874211	0.5396027351234479	0.44395257330431337
NCH-WT-6-S13-1506	0.6134670019611803	0.3543344645570941	0.48757136923621536	0.23302604778980976	0.585704398917659	0.5415188156110805
NCH-WT-7	0.5972191961332607	0.6044777355233537	0.49903532786339877	0.504266269335499	0.4521557149916909	0.5189812925292369
NCH-WT-8-S13-3700	0.6266058063825458	0.43595701485169225	0.46030293519683774	0.4112608087584989	0.5619331835525341	0.2743080048951238
NCI-ASPS	0.5861907300438236	0.7794095474794525	0.620110500276028	0.5493245831165424	0.3852772925138382	0.38164534623686325
OS-1	0.7050483871028355	0.9429442177928098	0.6993707022167767	0.5453052580690223	0.4862314879890016	0.4592769164535582
OS-17	0.17991449181230856	0.7960050348828681	0.5153213798611299	0.47595234371659245	0.6381971103920622	0.4527125040968716
OS-2	0.39077418552082993	0.7577064029503916	0.625129514404161	0.361560170666209	0.4327255709225204	0.45744395370917784
OS-29	0.3043281247911726	0.8093712515394151	0.47554241964931426	0.6002242917023604	0.392335268607486	0.492785588103519
OS-31	0.28078082056326237	0.5882294673379769	0.383347679709254	0.5416207979331552	0.7226895122154076	0.4059042004414929
OS-32	0.31050541618215965	0.8619560112574329	0.5143967519139793	0.6252841191525017	0.5132146896162214	0.47333124946961896
OS-33	0.33102086589764873	0.8144427560185528	0.5772263839771726	0.4110183098932425	0.6193094777510014	0.49589277075917076
OS-34	0.33606870047946935	0.8386402982276667	0.5260134102480182	0.5336754803408913	0.16724356899624918	0.6139168907611577
OS-34-SJ	0.408951169555364	0.946673473400678	0.5364930404671645	0.5369793383683646	0.484537820037789	0.49314652120820107
OS-41	0.47734423567852824	0.8142984932627868	0.4555686431553377	0.5956996934470101	0.21101082376813568	0.5836537608329883
OS-42	0.2502319663773323	0.892179676079278	0.4941490934895944	0.47508689567467816	0.5692479818167693	0.46702904721128125
OS-43-TPMX	0.23612884875404938	0.8561051293830321	0.6221477459148496	0.4177972465730576	0.5456359956688722	0.4749954089793543
OS-44-KPDX-x	0.8329098907612916	0.9270970296893513	0.4946264153263975	0.6288803513594847	0.313825673724014	0.4678967821920448
OS-44	0.4262079962740982	0.8724553277343965	0.6043509594249458	0.5290258183020696	0.6191543424231151	0.5176940422817223
OS-45-TSX-pr1	0.39791275189419334	0.5495548287131247	0.5593025322999589	0.4600505681175484	0.5165934852897301	0.40259613215242096
OS-46-AOX	0.4885989224150661	0.6761963311986727	0.5368904692518465	0.3875546135958473	0.6623321634291018	0.6739101825497245
OS-46	0.5617674416070133	0.8867163169991497	0.4961879273789512	0.37082295709704016	0.38978381698346765	0.4069802382974559
OS-47-SJ	0.20465912604900907	0.6554127272726068	0.36501949163438524	0.45783823029415144	0.4544535397849165	0.4977921855058622
OS-48	0.08893644682129935	0.8776861461157127	0.5413724726665369	0.6462514840211261	0.2762424315752274	0.43911983326522436
OS-49-SJ	0.9515391397620199	0.8949353279661452	0.8093305977936704	0.6415639264804308	0.41744410787584246	0.5904496803131221
OS-49-STTX-sc	0.4182292706745602	0.6370408523979046	0.5424760127991111	0.3639202417516588	0.5398041687030088	0.543824441638276
OS-51-CHLX	0.47118540827819777	0.8603246619676586	0.5374215945528623	0.4324069471373515	0.34168984942648806	0.40834615896147497
OS-52-SJ	0.3378097407674824	0.6919016065925077	0.47854540804039897	0.4267398019158991	0.7256370508642259	0.4808756485546918
OS-54-OHS-x	0.518456848805983	0.8792592261637676	0.6009446976213859	0.49448995926429923	0.7692516379959614	0.4578920601429212
OS-54-SJ	0.4125810355965366	0.8220445872122358	0.4652982564450518	0.7324356258714382	0.4586389958189535	0.45072439402659187
OS-55	0.35027593562485165	0.8611823613778684	0.622614761432151	0.3993951193700739	0.4871288802339238	0.5310546206127437
OS-55-SBX	0.3060581908932464	0.43920618729196365	0.45405763493228707	0.6866253972012496	0.558926445151665	0.46153093680988444
OS-56	0.3308400908747373	0.6388456071177078	0.531586102937087	0.6352817852648137	0.4651157897945621	0.5499223485820129
OS-56-TTX	0.7441901071520647	0.7167746408692945	0.5970474098912316	0.6648560395967779	0.53168396572293	0.4984096809146188
