fpr	tpr	threshold	gene	shuffled
0.0	0.0	1.9807068226165174	Ras	False
0.004672897196261682	0.0	0.9807068226165174	Ras	False
0.009345794392523364	0.0	0.9573522179299944	Ras	False
0.014018691588785047	0.0	0.954317245635529	Ras	False
0.018691588785046728	0.0	0.895804970427641	Ras	False
0.02336448598130841	0.0	0.8921941689571508	Ras	False
0.028037383177570093	0.0	0.8496990924173616	Ras	False
0.03271028037383177	0.0	0.8271679287034119	Ras	False
0.03271028037383177	0.03333333333333333	0.7930065418278974	Ras	False
0.037383177570093455	0.03333333333333333	0.7689528779662708	Ras	False
0.037383177570093455	0.06666666666666667	0.7605636229373844	Ras	False
0.04205607476635514	0.06666666666666667	0.7581879175251809	Ras	False
0.04672897196261682	0.06666666666666667	0.7506276067966758	Ras	False
0.0514018691588785	0.06666666666666667	0.7446022187565946	Ras	False
0.056074766355140186	0.06666666666666667	0.7345485388630256	Ras	False
0.06074766355140187	0.06666666666666667	0.7288260148310977	Ras	False
0.06542056074766354	0.06666666666666667	0.7251659961217559	Ras	False
0.07009345794392523	0.06666666666666667	0.7143974385357418	Ras	False
0.07476635514018691	0.06666666666666667	0.7080092716946745	Ras	False
0.0794392523364486	0.06666666666666667	0.7043731080916403	Ras	False
0.08411214953271028	0.06666666666666667	0.7022550247706328	Ras	False
0.08878504672897196	0.06666666666666667	0.6979645622535271	Ras	False
0.09345794392523364	0.06666666666666667	0.6927481851802967	Ras	False
0.09813084112149532	0.06666666666666667	0.6828701143035173	Ras	False
0.102803738317757	0.06666666666666667	0.6770593093843893	Ras	False
0.10747663551401869	0.06666666666666667	0.6735741305060874	Ras	False
0.11214953271028037	0.06666666666666667	0.6575426536769112	Ras	False
0.11682242990654206	0.06666666666666667	0.6530553937519633	Ras	False
0.12149532710280374	0.06666666666666667	0.6483197649793251	Ras	False
0.1261682242990654	0.06666666666666667	0.6468750739522752	Ras	False
0.1261682242990654	0.1	0.6463127925191108	Ras	False
0.1308411214953271	0.1	0.6400893919531705	Ras	False
0.13551401869158877	0.1	0.6384830969164301	Ras	False
0.14018691588785046	0.1	0.6360616707141145	Ras	False
0.14485981308411214	0.1	0.6351934785517886	Ras	False
0.14953271028037382	0.1	0.6332646175820349	Ras	False
0.1542056074766355	0.1	0.6293755145377227	Ras	False
0.1588785046728972	0.1	0.6288561193810636	Ras	False
0.16355140186915887	0.1	0.6255544584349199	Ras	False
0.16822429906542055	0.1	0.6242084202017707	Ras	False
0.17289719626168223	0.1	0.6221693720984429	Ras	False
0.17757009345794392	0.1	0.6218453846404259	Ras	False
0.1822429906542056	0.1	0.6185653008166514	Ras	False
0.1822429906542056	0.13333333333333333	0.618446479203077	Ras	False
0.18691588785046728	0.13333333333333333	0.6149849889341239	Ras	False
0.18691588785046728	0.16666666666666666	0.6147657110510775	Ras	False
0.19158878504672897	0.16666666666666666	0.6104464237043047	Ras	False
0.19626168224299065	0.16666666666666666	0.6102163042999812	Ras	False
0.20093457943925233	0.16666666666666666	0.6071693003601889	Ras	False
0.205607476635514	0.16666666666666666	0.6028792738467529	Ras	False
0.2102803738317757	0.16666666666666666	0.5969336902687629	Ras	False
0.21495327102803738	0.16666666666666666	0.5935583699804343	Ras	False
0.21962616822429906	0.16666666666666666	0.5931447016140288	Ras	False
0.22429906542056074	0.16666666666666666	0.5921159545211352	Ras	False
0.22897196261682243	0.16666666666666666	0.5878600472744453	Ras	False
0.2336448598130841	0.16666666666666666	0.5877079768514657	Ras	False
0.2383177570093458	0.16666666666666666	0.5818751782054686	Ras	False
0.24299065420560748	0.16666666666666666	0.57732953505103	Ras	False
0.24766355140186916	0.16666666666666666	0.5758127315361362	Ras	False
0.24766355140186916	0.2	0.5750174739929012	Ras	False
0.2523364485981308	0.2	0.5749703585396265	Ras	False
0.2570093457943925	0.2	0.5746619297774883	Ras	False
0.2616822429906542	0.2	0.5689765330464109	Ras	False
0.2616822429906542	0.23333333333333334	0.5681347903354645	Ras	False
0.26635514018691586	0.23333333333333334	0.5677620643590883	Ras	False
0.27102803738317754	0.23333333333333334	0.5663992301504721	Ras	False
0.2757009345794392	0.23333333333333334	0.5656705991294779	Ras	False
0.2803738317757009	0.23333333333333334	0.5641029214173737	Ras	False
0.2803738317757009	0.26666666666666666	0.5606236555627104	Ras	False
0.2850467289719626	0.26666666666666666	0.5605116112473634	Ras	False
0.2897196261682243	0.26666666666666666	0.5581559477489109	Ras	False
0.29439252336448596	0.26666666666666666	0.5532149734169278	Ras	False
0.29439252336448596	0.3	0.5512034927329434	Ras	False
0.29906542056074764	0.3	0.5488990518023429	Ras	False
0.3037383177570093	0.3	0.5487415960166983	Ras	False
0.308411214953271	0.3	0.5481928739138634	Ras	False
0.308411214953271	0.3333333333333333	0.547190123987173	Ras	False
0.3130841121495327	0.3333333333333333	0.546788310293598	Ras	False
0.3177570093457944	0.3333333333333333	0.5438637275660514	Ras	False
0.32242990654205606	0.3333333333333333	0.5430247349084766	Ras	False
0.32710280373831774	0.3333333333333333	0.5427805925522852	Ras	False
0.3317757009345794	0.3333333333333333	0.541742377385341	Ras	False
0.3364485981308411	0.3333333333333333	0.541635858334963	Ras	False
0.3411214953271028	0.3333333333333333	0.5412931974079238	Ras	False
0.34579439252336447	0.3333333333333333	0.5403098334013255	Ras	False
0.35046728971962615	0.3333333333333333	0.540275559029743	Ras	False
0.35514018691588783	0.3333333333333333	0.5393794855389163	Ras	False
0.35514018691588783	0.36666666666666664	0.5393711164783153	Ras	False
0.3598130841121495	0.36666666666666664	0.5360201687088383	Ras	False
0.3598130841121495	0.4	0.5347715811392748	Ras	False
0.3644859813084112	0.4	0.5321590918546975	Ras	False
0.3691588785046729	0.4	0.5308423177136328	Ras	False
0.37383177570093457	0.4	0.5295592763241632	Ras	False
0.37850467289719625	0.4	0.5295006029583479	Ras	False
0.38317757009345793	0.4	0.5292105597569283	Ras	False
0.3878504672897196	0.4	0.5288729009719859	Ras	False
0.3925233644859813	0.4	0.5288633027803422	Ras	False
0.397196261682243	0.4	0.5268930331974409	Ras	False
0.40186915887850466	0.4	0.5265829179621894	Ras	False
0.40186915887850466	0.43333333333333335	0.526195964573856	Ras	False
0.40654205607476634	0.43333333333333335	0.5240982232615203	Ras	False
0.40654205607476634	0.4666666666666667	0.5221575239389282	Ras	False
0.411214953271028	0.4666666666666667	0.5211509857454001	Ras	False
0.411214953271028	0.5	0.5191871521539527	Ras	False
0.4158878504672897	0.5	0.5187216968014166	Ras	False
0.4205607476635514	0.5	0.5175047164711861	Ras	False
0.4252336448598131	0.5	0.5158095564683693	Ras	False
0.42990654205607476	0.5	0.5155307243116499	Ras	False
0.42990654205607476	0.5333333333333333	0.5124709973515437	Ras	False
0.43457943925233644	0.5333333333333333	0.5108838855428307	Ras	False
0.4392523364485981	0.5333333333333333	0.5104902170515306	Ras	False
0.4439252336448598	0.5333333333333333	0.5100664204173055	Ras	False
